schid,c0110,c0112,c0114,c0116,c0120,c0122,c0124,c0126,c0128,c0130,c0132,c0134,c0136,c0138,c0140,c0141,c0142,c0143,c0144,c0146,c0148,c0150,c0152,c0154,c0156,c0158,c0160,c0162,c0164,c0166,c0168,c0169,c0170,c0171,c0172,c0173,c0174,c0176,c0178,c0180,c0182,c0184,c0186,c0188,c0190,c0192,c0194,c0196,c0198,c0200,c0202,c0204,c0206,c0208,c0210,c0212,c0214,c0216,c0218,c0220,c0222,c0224,c0226,c0228,c0230,c0244,c0246,c0248,c0250,c0252,c0254,c0256,c0258,c0260,c0262,c0264,c0266,c0268,c0270,c0272,c0274,c0276,c0280,c0282,c0284,c0286,c0288,c0290,c0292,c0294,c0296,c0298,c0300,c0302,c0304,c0306,c0308,c0374,c0376,c0378,c0380,c0382,c0384,c0386,c0388,c0390,c0392,c0394,c0396,c0398,c0400,c0402,c0404,c0406,c0408,c0410,c0412,c0414,c0416,c0418,c0420,c0422,c0424,c0426,c0428,c0430,c0432,c0434,c0436,c0438,c0440,c0442,c0444,c0446,c0448,c0450,c0452,c0454,c0456,c0508,c0510,c0512,c0514,c0516,c0518,c0520,c0526,c0528,c0532,c0534,c0536,c0538,c0540_r,c0542_r,c0544_r,c0546_r,c0556_r,c0558_r,c0560,c0562,c0568,c0570,c0572,crisis08,distot08,incid08,incpol08,othact08,outsus08,probwk08,removl08,stuoff08,svinc08,svpol08,transf08,vioinc08,viopol08,disfire08,disweap08,disdrug08,disalc08,disatt08,disins08,ganghate,disrupt,fr_catmn,fr_lvel,fr_size,fr_urban
3070,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,-1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,4,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,5,3,4,5,5,3,5,5,1,2,1,2,1,2,1,2,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,10,0,0,5,5,0,0,52,15,18,65,80,4,5,0,5,0,2,0,3,3,98,35,9,6,22,10,1,11,11,0,0,22,0,0,0,7,0,0,0,0,0,12,10,0,1,4,1,3,1
3071,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,4,4,4,1,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,4,5,4,5,5,1,2,1,2,1,2,2,-1,1,2,1,2,2,-1,1,1,1,1,1,2,2,-1,1,2,2,-1,1,2,2,-1,1,1,1,1,6,0,0,0,6,0,0,6,13,5,95,98,4,10,1,11,9,5,1,3,3,96,12,18,6,8,29,4,8,0,0,0,16,0,0,0,29,4,0,0,0,0,2,6,0,1,3,2,3,2
3072,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,3,2,2,3,2,3,3,3,3,3,3,3,3,2,2,5,4,4,4,4,5,4,5,1,1,1,1,2,-1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,0,0,0,0,0,5,0,0,10,25,40,85,8,11,0,0,0,4,0,4,3,80,135,223,6,121,165,29,6,110,0,5,117,4,4,0,138,4,0,0,5,12,104,0,0,2,4,3,4,4
3073,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,2,-1,1,2,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,3,1,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,3,2,3,3,3,3,2,3,3,3,2,3,3,2,2,5,4,5,5,5,5,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,1,1,2,-1,0,0,0,0,0,0,0,0,8,0,85,80,0,3,0,3,0,1,0,3,3,97,10,6,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
3074,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,4,4,3,4,1,1,2,2,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,3,2,2,3,2,3,3,3,3,3,1,2,2,2,2,4,4,5,5,5,4,5,5,2,-1,2,-1,1,2,1,2,2,-1,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,4,0,0,0,4,0,0,1,2,1,99,99,10,4,0,6,0,1,0,3,3,98,20,13,8,8,6,1,8,0,0,0,8,0,0,0,4,0,0,0,0,0,4,4,0,0,2,2,3,2
3076,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,3,4,2,2,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,3,2,3,3,2,3,3,2,2,3,2,3,3,2,2,4,3,4,4,5,3,4,5,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,10,0,0,0,10,0,0,40,32,70,35,80,5,1,0,1,0,1,0,1,2,98,165,165,7,20,18,7,20,0,0,0,20,0,0,0,12,1,0,2,0,0,8,10,0,0,4,1,3,2
3077,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,-1,1,1,1,1,1,1,1,2,1,-1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,3,3,2,2,2,2,2,3,2,3,2,3,3,2,2,4,2,3,2,4,2,5,5,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,150,0,15,0,135,0,22,1,10,10,35,25,6,10,1,6,0,3,1,3,3,94,51,95,6,186,44,35,159,5,3,0,186,0,0,22,26,18,0,6,5,0,25,150,0,1,2,3,4,4
3079,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,2,2,-1,2,2,2,1,1,1,2,1,1,2,2,2,3,1,1,1,2,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,1,2,2,3,2,3,2,1,3,2,2,2,2,2,2,5,4,4,4,5,4,4,5,2,-1,2,-1,1,2,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,60,0,0,0,50,0,0,7,10,12,40,65,2,9,0,4,2,2,2,4,2,94,200,160,1,134,53,6,130,4,0,0,144,25,0,0,47,2,44,0,0,0,40,50,0,2,4,1,3,2
3080,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,-1,1,1,1,2,2,-1,2,1,1,1,1,1,2,1,2,2,1,2,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,1,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,5,4,5,5,5,4,5,5,1,2,1,2,1,1,2,-1,1,1,1,2,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,2,2,-1,1,1,2,-1,0,0,0,0,0,0,1,3,6,5,85,90,3,2,0,12,0,1,0,3,3,95,35,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4
3081,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,2,1,1,1,1,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,5,4,5,5,1,2,1,1,1,2,1,2,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,8,0,0,0,8,0,0,8,10,5,85,90,9,3,0,2,0,1,0,3,3,95,35,23,7,15,4,2,11,4,0,0,15,0,0,0,2,0,2,0,0,2,3,8,0,1,3,2,2,2
3082,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,5,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,2,3,3,3,2,2,4,3,3,2,5,2,5,5,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,31,0,7,2,18,1,7,1,23,11,79,82,4,12,0,15,0,11 or more,0,2,2,90,45,33,6,95,150,120,32,55,2,1,99,0,0,7,75,45,0,0,25,13,30,27,0,0,1,3,4,3
3083,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,2,1,2,1,1,1,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,5,4,5,4,5,5,2,-1,2,-1,1,1,2,-1,1,1,1,2,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,7,0,0,0,7,0,7,5,17,10,60,75,7,5,0,2,0,1,1,4,3,95,45,49,7,43,41,36,39,0,0,0,43,0,0,4,38,35,0,1,0,0,35,7,0,0,3,2,3,1
3084,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,4,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,5,4,4,4,5,4,4,5,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,50,0,0,0,40,0,35,8,11,1,70,90,7,5,0,8,1,4,0,3,3,94,50,190,6,64,39,26,40,0,0,0,74,0,0,24,16,6,1,0,10,3,10,40,11,1,4,3,4,3
3085,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,2,3,1,2,2,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,5,4,4,5,5,5,5,5,1,2,1,2,1,2,1,2,1,2,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,2,15,0,0,0,15,0,0,5,11,5,75,90,8,4,0,4,0,1,0,3,3,95,22,53,7,15,3,0,15,0,0,0,15,1,0,0,2,0,0,0,0,0,0,15,0,1,2,2,3,2
3087,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,-1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,4,2,2,3,4,2,4,5,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,77,0,0,8,59,0,0,1,13,1,91,90,8,15,0,13,0,5,0,3,3,95,47,57,5,75,55,33,62,13,3,0,85,0,0,0,44,24,0,6,0,0,2,67,0,0,3,2,4,2
3089,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,4,4,4,4,4,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,336,0,0,200,136,0,74,10,11,10,85,90,7,15,0,14,0,7,6 or more,4,3,92,230,210,6,410,109,109,136,200,3,0,410,0,0,74,32,32,1,1,42,6,24,336,16,0,3,3,4,1
3090,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,-1,1,1,2,-1,1,2,1,2,2,-1,1,1,1,1,1,1,2,1,2,1,2,2,2,4,3,1,1,2,1,2,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,3,2,3,3,2,2,3,2,3,3,2,2,4,4,4,4,5,5,5,5,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,0,0,0,0,0,0,0,0,14,1,70,75,10,3,1,3,0,1,0,3,3,94,4,3,4,4,9,0,4,0,0,0,4,0,0,0,8,0,0,1,0,0,3,0,0,0,1,2,1,4
3091,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,-1,1,1,2,-1,2,-1,2,2,2,-1,2,1,1,1,1,2,1,1,2,2,2,2,4,4,4,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,4,2,4,4,5,3,4,5,1,2,1,2,1,2,1,2,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,10,0,0,0,10,0,0,1,8,8,92,92,10,8,0,25,3,2,0,3,3,95,75,73,1,16,39,3,12,4,1,0,16,0,0,0,36,0,0,0,1,0,5,10,0,0,3,2,4,2
3092,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,-1,2,1,1,1,1,1,1,1,2,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,5,5,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,69,2,1,33,28,4,8,1,13,35,55,50,7,6,2,5,0,4,1,2,2,96,92,112,5,155,47,8,112,36,0,2,167,0,0,5,28,3,0,0,6,0,85,64,0,0,3,2,4,2
3093,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,3,3,3,3,3,2,3,2,2,2,2,2,4,3,4,2,4,3,5,5,1,2,1,1,1,1,1,2,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1243,0,0,0,116,0,7,0,23,10,75,75,7,12,0,10,0,4,0,4,3,94,129,188,7,200,123,32,133,60,1,0,1333,0,0,7,94,16,0,1,8,0,75,116,0,2,2,3,4,1
3094,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,2,2,-1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,3,2,3,2,3,3,3,1,2,3,1,2,2,2,2,4,3,4,4,4,4,4,5,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,504,0,0,0,504,6,4,8,11,10,50,60,7,12,1,6,0,3,5,3,3,95,20,5,3,581,279,102,544,35,0,2,581,0,0,0,118,67,0,0,6,3,68,504,1,2,4,3,4,1
3095,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,2,2,-1,1,1,2,1,1,2,1,1,2,2,2,2,4,3,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,3,1,3,3,3,3,2,1,3,3,2,3,3,2,2,4,2,3,5,5,3,5,5,2,-1,1,1,1,2,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,2,1,1,1,1,1,2,30,0,0,0,30,0,0,1,8,20,70,80,8,3,1,0,3,1,0,3,3,98,20,16,5,37,28,7,37,0,1,0,37,3,3,0,19,5,0,0,1,0,6,30,0,1,2,2,2,3
3096,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,-1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,4,4,3,2,2,2,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,4,4,5,4,5,4,4,5,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,-1,2,-1,1,2,2,-1,1,1,1,1,1,1,2,-1,10,0,0,0,10,0,1,5,23,5,80,80,9,8,1,8,0,3,0,3,3,96,7,9,5,18,22,9,17,0,0,0,18,0,0,1,15,2,1,2,0,0,5,10,0,3,2,2,2,2
3097,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,-1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,5,3,3,2,1,2,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,1,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,5,3,4,4,4,3,5,5,1,2,1,2,1,1,2,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,20,0,1,0,20,0,1,2,12,5,50,60,10,2,0,2,0,1,0,4,3,97,0,14,5,29,10,1,28,0,0,0,28,1,0,1,8,0,0,0,0,0,8,21,0,0,1,2,1,4
3098,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,-1,1,1,2,-1,2,-1,2,2,2,-1,2,1,2,2,1,2,2,2,2,2,2,2,4,5,4,4,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,5,4,5,5,5,5,1,2,2,-1,2,-1,1,2,1,2,1,2,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,2,2,-1,1,1,2,-1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,3,100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
3100,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,3,5,3,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,5,5,4,4,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,20,2,3,10,5,72,40,4,25,30,80,20,7,14,0,9,0,8,0,1,3,94,50,50,7,150,190,150,25,40,0,72,125,0,0,13,70,30,0,40,20,5,65,20,30,6,3,3,4,4
3102,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,3,2,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,5,4,4,3,5,4,5,5,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,153,0,0,15,120,0,4,25,20,17,40,100,7,11,0,5,0,10,0,4,2,60,288,116,8,181,57,16,137,40,0,0,199,0,0,4,44,5,0,0,10,1,35,135,0,6,4,3,4,2
3103,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,3,3,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,2,1,2,3,3,1,1,2,2,2,2,2,2,4,4,3,4,4,2,4,5,2,-1,1,1,1,2,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,32,0,0,0,32,0,0,1,10,19,40,70,5,5,0,9,0,4,1,3,3,95,200,198,8,67,42,29,48,19,1,0,67,0,0,0,17,4,0,3,11,5,16,32,0,0,2,3,4,1
3104,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,-1,1,1,2,-1,1,2,2,2,2,-1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,3,1,3,3,3,3,3,1,2,3,3,3,3,2,2,4,3,4,4,4,3,5,5,1,2,1,2,2,-1,2,-1,1,2,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,0,0,0,0,0,0,0,0,14,25,10,50,6,3,0,5,0,4,2,3,3,96,43,29,2,14,28,1,12,2,0,0,14,0,0,0,24,1,0,0,0,0,14,0,0,2,1,2,2,3
3105,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,3,1,2,3,3,3,3,2,2,4,4,4,4,5,4,1,5,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,1,1,1,1,198,0,0,0,198,0,176,7,8,0,50,80,4,17,0,9,0,9,0,3,3,94,510,700,8,374,277,183,198,0,1,0,453,0,0,176,82,0,0,0,168,8,0,198,0,2,4,3,4,4
3107,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,-1,1,1,2,-1,1,1,2,2,2,-1,2,2,1,1,1,2,1,1,2,2,1,1,4,4,3,2,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,5,4,4,4,5,5,5,5,1,2,1,2,1,1,1,2,1,2,1,2,2,-1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,1,1,2,-1,0,0,0,0,0,0,2,5,1,2,60,70,7,6,1,6,0,1,0,3,3,93,30,30,2,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,2,3
3108,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,4,3,3,4,3,3,5,5,1,2,1,2,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,60,0,0,0,60,0,0,8,13,10,80,90,4,6,0,6,0,2,1,4,3,95,30,69,8,132,112,1,123,9,0,0,132,0,0,0,40,1,0,0,10,2,60,60,0,0,4,2,3,1
3109,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,4,4,4,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,4,2,4,5,5,5,5,5,2,-1,1,2,1,2,1,2,2,-1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,2,-1,0,0,0,0,0,0,0,0,10,2,75,75,8,3,1,5,0,0,1,3,3,99,4,2,7,2,5,0,2,0,1,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,2,1,1,2
