schid,c0014_r,c0016_r,c0110,c0112,c0114,c0116,c0120,c0122,c0124,c0126,c0128,c0130,c0132,c0134,c0136,c0138,c0140,c0141,c0142,c0143,c0144,c0146,c0148,c0150,c0152,c0154,c0156,c0158,c0160,c0162,c0164,c0166,c0168,c0169,c0170,c0171,c0172,c0173,c0174,c0176,c0178,c0180,c0182,c0184,c0186,c0188,c0190,c0192,c0194,c0196,c0198,c0200,c0202,c0204,c0206,c0208,c0210,c0212,c0214,c0216,c0218,c0220,c0222,c0224,c0226,c0228,c0230,c0244,c0246,c0248,c0250,c0252,c0254,c0256,c0258,c0260,c0262,c0264,c0266,c0268,c0270,c0272,c0274,c0276,c0280,c0282,c0284,c0286,c0288,c0290,c0292,c0294,c0296,c0298,c0300,c0302,c0304,c0306,c0308,c0374,c0376,c0378,c0380,c0382,c0384,c0386,c0388,c0390,c0392,c0394,c0396,c0398,c0400,c0402,c0404,c0406,c0408,c0410,c0412,c0414,c0416,c0418,c0420,c0422,c0424,c0426,c0428,c0430,c0432,c0434,c0436,c0438,c0440,c0442,c0444,c0446,c0448,c0450,c0452,c0454,c0456,c0508,c0510,c0512,c0514,c0516,c0518,c0520,c0526,c0528,c0532,c0534,c0536,c0538,c0540_r,c0542_r,c0544_r,c0546_r,c0556_r,c0558_r,c0560,c0562,c0568,c0570,c0572,c0578,c0578_dd,c0578_mm,c0578_yy,c0580,crisis08,distot08,incid08,incpol08,othact08,outsus08,probwk08,removl08,strata,stuoff08,svinc08,svpol08,transf08,vioinc08,viopol08,disfire08,disweap08,disdrug08,disalc08,disatt08,disins08,ganghate,disrupt,sec_ft,sec_pt,fr_catmn,fr_lvel,fr_size,fr_urban,finalwgt,repwgt1,repwgt2,repwgt3,repwgt4,repwgt5,repwgt6,repwgt7,repwgt8,repwgt9,repwgt10,repwgt11,repwgt12,repwgt13,repwgt14,repwgt15,repwgt16,repwgt17,repwgt18,repwgt19,repwgt20,repwgt21,repwgt22,repwgt23,repwgt24,repwgt25,repwgt26,repwgt27,repwgt28,repwgt29,repwgt30,repwgt31,repwgt32,repwgt33,repwgt34,repwgt35,repwgt36,repwgt37,repwgt38,repwgt39,repwgt40,repwgt41,repwgt42,repwgt43,repwgt44,repwgt45,repwgt46,repwgt47,repwgt48,repwgt49,repwgt50,ic0110,ic0112,ic0114,ic0116,ic0120,ic0122,ic0124,ic0126,ic0128,ic0130,ic0132,ic0134,ic0136,ic0138,ic0140,ic0141,ic0142,ic0143,ic0144,ic0146,ic0148,ic0150,ic0152,ic0154,ic0156,ic0158,ic0160,ic0162,ic0164,ic0166,ic0168,ic0169,ic0170,ic0171,ic0172,ic0173,ic0174,ic0176,ic0178,ic0180,ic0182,ic0184,ic0186,ic0188,ic0190,ic0192,ic0194,ic0196,ic0198,ic0200,ic0202,ic0204,ic0206,ic0208,ic0210,ic0212,ic0214,ic0216,ic0218,ic0220,ic0222,ic0224,ic0226,ic0228,ic0230,ic0244,ic0246,ic0248,ic0250,ic0252,ic0254,ic0256,ic0258,ic0260,ic0262,ic0264,ic0266,ic0268,ic0270,ic0272,ic0274,ic0276,ic0280,ic0282,ic0284,ic0286,ic0288,ic0290,ic0292,ic0294,ic0296,ic0298,ic0300,ic0302,ic0304,ic0306,ic0308,ic0374,ic0376,ic0378,ic0380,ic0382,ic0384,ic0386,ic0388,ic0390,ic0392,ic0394,ic0396,ic0398,ic0400,ic0402,ic0404,ic0406,ic0408,ic0410,ic0412,ic0414,ic0416,ic0418,ic0420,ic0422,ic0424,ic0426,ic0428,ic0430,ic0432,ic0434,ic0436,ic0438,ic0440,ic0442,ic0444,ic0446,ic0448,ic0450,ic0452,ic0454,ic0456,ic0508,ic0510,ic0512,ic0514,ic0516,ic0518,ic0520,ic0526,ic0528,ic0532,ic0534,ic0536,ic0538,ic0540,ic0542,ic0544,ic0546,ic0556,ic0558,ic0560,ic0562,ic0568,ic0570,ic0572
14,1,9,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,-1,1,1,2,-1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,4,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,3,2,2,3,3,2,1,3,2,3,3,2,2,4,1,4,4,5,1,5,5,2,-1,2,-1,1,2,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,372,0,0,0,372,0,0,2,16,3,70,75,8,7,0,8,0,2,0,3,3,93,30,52,3062008,6,3,2008,120,5,393,62,10,390,3,2,0,232,393,1,0,0,27,0,0,0,0,0,21,372,2,1,0,1,3,2,3,2,16.01739,16.4878,16.45865,16.47302,16.48642,16.33027,16.37239,16.37946,16.4039,16.39523,16.55087,16.41756,0,16.3581,16.42295,16.26325,16.21639,16.43007,16.39172,16.38408,16.33882,16.35986,16.25774,16.31668,16.2196,16.22299,16.41237,16.38672,16.48539,16.40969,16.2911,16.32965,16.33454,16.3137,16.32627,16.24302,16.36133,16.27509,16.24694,16.12354,16.42061,16.33198,16.28293,16.32105,16.35036,16.23422,16.23859,16.43191,16.45032,16.34414,16.10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0
17,1,6,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,3,2,3,3,3,3,2,3,3,3,3,2,2,4,4,4,3,3,2,5,5,1,2,1,2,1,1,1,2,1,1,1,2,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,905,0,5,0,900,0,8,28,8,15,10,25,5,2,0,0,0,5,0,1,1,96,45,33,3032008,3,3,2008,50,4,920,14,14,905,7,1,0,222,920,0,0,8,11,11,0,0,0,0,15,905,0,0,5,1,4,2,2,2,21.16103,21.61954,21.67354,21.85881,21.80227,21.54118,21.80818,21.75282,21.73607,21.59455,21.7671,21.88845,21.63169,21.25883,21.47864,21.64865,21.48777,21.62552,21.5143,0,21.54031,21.74737,21.57567,21.30378,21.23523,21.33224,21.52715,21.60525,21.59061,21.54497,21.59737,21.54076,21.43176,21.59868,21.46271,21.55668,21.43572,21.70008,21.23232,21.37621,21.63586,21.51594,21.68585,21.5488,21.61046,21.61281,21.81641,22.03924,21.81816,21.55857,21.48966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,8,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,3,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,4,4,4,4,5,3,5,5,1,2,1,2,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,250,0,0,0,250,0,17,5,8,15,85,90,6,7,0,3,0,6,0,3,3,90,50,50,3102008,10,3,2008,60,8,315,102,77,250,48,0,0,344,298,1,1,17,37,12,0,0,14,20,31,250,0,2,2,0,2,3,4,4,9.440909,9.678696,9.653446,9.47219,9.59786,9.726469,9.627918,9.803775,9.593218,9.734076,9.502071,9.583118,9.639269,0,9.398249,9.563393,9.53048,9.66934,9.617336,9.6719,9.605018,9.530238,9.503605,9.688227,9.616331,9.647689,9.607587,9.677303,9.55182,9.664808,9.71116,9.662301,9.622065,9.673131,9.53878,9.583541,9.725538,9.782649,9.72787,9.676478,9.580132,9.749712,9.807472,9.794879,9.689345,9.665555,9.509591,9.667923,9.643638,9.60224,9.49695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,3,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,4,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,3,3,3,2,3,3,2,2,3,2,3,3,2,2,4,4,4,3,5,4,5,5,1,1,1,2,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,2,10,0,0,0,10,1,5,1,4,4,88,90,8,9,1,5,0,5,2,3,3,97,40,50,3132008,13,3,2008,,8,52,59,35,31,15,0,1,342,52,0,0,5,14,7,0,2,25,2,13,10,0,2,3,0,2,3,4,2,9.797339,9.913236,10.03325,9.938167,9.839992,0,10.00344,9.918057,10.10029,9.956741,10.0733,10.08936,9.931762,10.10299,10.01804,9.961209,10.0269,10.01643,10.01054,9.90106,10.01885,9.939208,10.11654,10.04365,10.1122,10.18049,10.13921,10.05786,10.04797,10.06389,10.03131,9.983498,9.843515,9.922816,9.966759,10.00583,10.04165,9.99956,9.865582,9.936089,10.01967,9.92279,10.02138,9.978962,10.04868,9.990452,9.938726,10.0405,9.932924,9.966984,9.957613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,9,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,3,2,3,3,1,1,1,2,2,4,2,2,4,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,6000,0,0,3000,3000,2,34,1,13,8,70,90,8,7,0,7,0,4,1,4,3,90,130,121,3112008,11,3,2008,60,7,6071,117,117,3017,3019,2,2,343,6042,0,0,33,24,24,1,10,30,4,26,6000,0,2,21,0,3,3,4,3,9.63779,9.778942,9.747082,0,9.737328,9.892012,9.824985,9.903423,9.724921,9.8336,9.707992,9.743262,9.898199,9.815864,9.502728,9.678112,9.721128,9.839511,9.897822,9.835931,9.910597,9.774817,9.961242,9.921144,10.04968,9.946163,9.738042,9.93895,9.86356,10.05825,10.15082,10.00753,10.12125,10.0138,9.953439,9.966501,9.876334,9.897226,9.81948,9.85877,9.710945,9.923016,9.777816,9.80386,9.7566,9.673153,9.668993,9.73242,9.695167,9.770897,9.673249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,11,0,0,0,0,0
22,1,14,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,4,4,3,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,4,4,4,4,5,4,5,5,2,-1,1,2,1,2,2,-1,2,-1,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,2,2,-1,2,-1,1,1,1,2,2,-1,0,0,0,0,0,0,0,5,21,20,70,95,6,7,0,9,0,1,0,3,3,96,20,23,3112008,11,3,2008,45,6,2,1,1,2,0,0,0,133,2,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,2,1,3,3,68.30467,0,70.71854,68.69333,70.06084,69.21072,66.64173,69.0671,70.15262,69.40071,67.00316,70.2738,70.78243,70.66112,71.04823,70.25561,71.85266,70.46986,68.36754,71.60979,72.28774,71.31974,70.74665,71.24467,70.59613,69.55698,70.96488,71.07763,69.56981,69.74638,69.59019,68.7011,68.90788,68.41716,69.32682,69.60541,68.56887,69.17665,69.40843,69.03713,69.21034,69.12326,68.87534,68.77292,69.16505,69.3184,67.93313,69.36112,68.9957,70.41394,70.30286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,11,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,-1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,4,2,1,1,1,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,2,2,2,1,2,2,2,3,3,3,2,3,2,3,3,2,2,5,4,5,4,5,4,5,5,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,2,0,2,0,2,0,2,6,2,25,70,90,2,2,0,6,4,1,2,3,3,95,0,45,3262008,26,3,2008,55,4,4,4,0,2,0,0,0,121,2,0,0,2,0,0,0,0,0,0,0,4,0,0,-1,-1,3,1,2,1,93.32211,95.84936,94.36652,94.73872,95.32541,94.97915,97.10383,93.68594,96.37342,0,96.41994,95.14712,93.97857,95.10104,95.25072,94.5901,94.48027,95.54881,95.59896,94.45227,94.80081,95.42947,95.2377,94.84945,95.35198,93.92699,95.80257,95.6648,94.78281,95.7409,95.92055,94.97721,95.54436,94.23705,95.62167,94.56563,96.10651,95.61576,95.75648,94.17754,96.40174,95.36104,96.02,95.85226,96.5312,95.25437,95.02293,95.27176,95.09351,93.2094,94.49523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,11,0,0,0,6,10,18
25,1,14,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,-1,2,-1,2,2,2,-1,2,2,1,1,1,1,1,2,2,2,2,2,3,2,4,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,5,5,5,5,5,1,2,2,-1,1,2,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,2,2,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,15,2,85,90,9,1,0,1,0,1,1,3,3,96,3,0,2272008,27,2,2008,17,2,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,26.54515,27.31271,26.9773,26.89068,26.9673,26.95544,27.4669,27.10854,27.30395,27.58032,27.28821,27.27586,27.19645,27.19089,27.47514,27.29773,27.21768,26.99088,27.37239,27.33465,26.88795,27.25283,27.32333,27.01298,27.22208,27.00363,27.18029,27.06407,26.40057,26.94196,26.91361,26.7619,26.90469,26.98088,26.42068,26.96378,27.14624,27.14143,27.09495,0,26.6584,26.98375,27.25923,27.11087,27.08301,27.07338,26.95077,27.03682,27.38915,26.68095,27.48378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,6,0,0,0,6,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,11,0,0,0,0,0
26,1,3,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,-1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,3,2,2,1,1,4,4,4,1,1,5,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,250,0,6,150,100,3,6,25,10,30,30,50,4,4,1,3,1,2,1,1,1,94,160,139,2282008,28,2,2008,60,4,299,67,12,103,187,4,3,231,293,0,0,6,46,3,0,1,2,0,40,256,0,1,3,2,4,2,3,1,15.91984,16.4369,16.10028,15.96298,15.93544,16.27596,16.2618,16.09591,16.34567,16.14815,16.3775,16.22681,16.05768,16.29872,16.33954,16.15539,16.15496,16.41943,16.28953,16.10394,16.29896,16.21865,16.23054,16.22237,16.3965,16.21586,16.3591,16.21928,16.31775,16.2781,16.1749,0,16.2861,16.20151,16.30871,16.32555,16.34455,16.23987,16.20908,16.45143,16.24254,16.23064,16.13137,16.16387,16.32765,16.27281,16.129,16.27719,16.17563,16.33073,16.30505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,7,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,-1,1,1,1,2,2,-1,2,2,1,1,1,1,1,1,2,2,2,2,4,4,4,1,2,1,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,1,2,3,1,3,1,3,1,3,2,2,2,2,2,2,2,4,4,5,5,4,5,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,25,0,0,0,0,0,0,17,8,18,30,60,3,2,0,2,0,1,0,3,3,95,5,5,3032008,3,3,2008,23,4,0,23,13,0,0,2,0,134,35,0,0,0,20,10,0,0,0,0,0,0,0,0,-1,-1,3,1,3,4,60.4191,61.63135,62.11888,60.14591,60.40034,62.26559,61.66879,61.70879,61.91458,60.92072,62.43311,61.59255,61.94267,61.94992,61.08493,61.32552,62.37909,61.77822,61.61612,61.39571,61.57108,61.21294,61.99508,61.57547,62.37815,60.03712,61.47319,61.17134,62.73246,62.53433,0,62.23405,62.33009,61.95692,61.64341,62.34872,61.5061,60.84882,61.4053,61.70321,61.92606,61.66674,61.15303,61.31989,61.69877,61.12107,61.37988,60.98455,61.50309,61.5695,62.46118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,-1,1,1,2,-1,1,1,1,2,1,-1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,3,3,2,2,2,1,2,3,2,2,2,2,2,5,3,3,2,4,2,5,5,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,33,0,0,0,33,0,0,1,1,85,50,70,2,2,1,2,0,1,2,1,1,95,211,111,4022008,2,4,2008,25,5,55,27,2,55,0,2,0,111,55,4,0,0,24,0,0,2,0,0,20,33,0,3,0,1,4,1,1,1,108.3819,111.0239,109.9508,111.1359,111.2195,110.1346,112.4227,109.1561,111.5985,112.4698,111.176,110.7013,111.5061,110.6097,111.389,110.6172,109.5379,111.8653,112.0149,110.5711,111.301,111.0339,110.4085,111.8134,0,110.9124,111.019,112.3526,112.0083,112.0813,110.7109,109.2543,111.7441,109.3006,109.3067,109.8146,110.1398,109.8737,109.9369,109.3448,109.7792,109.9899,110.2002,110.5612,111.197,109.3423,109.4177,110.1502,110.3547,108.774,108.9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,10,0,11,0,0,6,0,0
30,1,7,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,3,2,1,1,1,2,2,4,4,5,4,4,4,5,5,2,-1,2,-1,1,2,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,0,0,0,0,0,0,0,1,7,10,20,25,8,3,1,4,0,0,1,3,3,91,25,15,5272008,27,5,2008,42,8,2,2,1,2,0,0,0,113,2,0,0,0,2,1,0,0,0,0,2,0,0,2,-1,-1,2,1,1,3,94.9068,96.85625,96.77534,96.95753,97.31261,95.61467,96.84528,96.0962,98.29527,97.17472,96.09726,97.34418,98.27425,0,97.86095,97.75844,98.95182,99.49875,98.84798,99.66862,99.07388,97.96449,97.83238,100.4208,90.4144,98.9445,97.12626,99.51076,96.62227,96.44872,95.68629,95.79879,96.6908,94.463,95.57041,95.80849,95.71471,95.95433,95.69863,96.04845,94.82001,95.62384,95.82187,96.05634,94.30097,96.06811,95.08971,97.332,98.1818,97.84411,95.92882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
